journee,equipe,date,url,aic,points,classement,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38
12,Rennes,Nov 1 2015,http://www.lfp.fr/club/stade-rennais-fc,41,17,10,6,8,7,6,5,2,3,3,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
13,Rennes,Nov 8 2015,http://www.lfp.fr/club/stade-rennais-fc,41,20,8,6,8,7,6,5,1,3,3,5,5,9,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
14,Rennes,Nov 22 2015,http://www.lfp.fr/club/stade-rennais-fc,41,21,8,6,8,7,6,5,1,2,3,5,5,9,11,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
15,Rennes,Nov 29 2015,http://www.lfp.fr/club/stade-rennais-fc,41,22,8,6,8,7,6,5,1,2,3,5,5,9,11,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
16,Rennes,Dec 3 2015,http://www.lfp.fr/club/stade-rennais-fc,0,22,10,6,8,7,6,5,1,2,2,5,5,9,11,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
17,Rennes,Dec 6 2015,http://www.lfp.fr/club/stade-rennais-fc,6,23,10,6,8,7,6,5,1,2,2,5,5,9,11,9,9,9,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
18,Rennes,Dec 13 2015,http://www.lfp.fr/club/stade-rennais-fc,6,24,10,6,8,7,6,5,1,2,2,5,5,10,11,9,10,9,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
19,Rennes,Dec 20 2015,http://www.lfp.fr/club/stade-rennais-fc,8,27,7,6,8,7,6,5,1,2,2,5,5,10,11,10,10,10,12,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
20,Rennes,Jan 10 2016,http://www.lfp.fr/club/stade-rennais-fc,11,28,8,6,8,7,6,5,1,2,2,5,5,10,11,10,10,10,12,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
21,Rennes,Jan 17 2016,http://www.lfp.fr/club/stade-rennais-fc,15,31,6,6,8,7,6,5,1,2,2,5,5,10,11,10,10,10,12,12,11,8,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
22,Rennes,Jan 24 2016,http://www.lfp.fr/club/stade-rennais-fc,16,34,4,6,8,7,6,5,1,2,2,5,5,10,11,10,11,10,13,12,12,8,9,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
23,Rennes,Jan 31 2016,http://www.lfp.fr/club/stade-rennais-fc,16,34,6,6,8,7,6,5,1,2,2,5,5,10,11,10,11,10,13,12,12,8,9,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
24,Rennes,Feb 4 2016,http://www.lfp.fr/club/stade-rennais-fc,17,34,9,6,8,7,6,5,1,2,2,5,5,10,11,10,11,11,13,13,12,8,9,7,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
25,Rennes,Feb 7 2016,http://www.lfp.fr/club/stade-rennais-fc,17,35,9,6,8,7,6,5,1,1,2,5,5,10,11,10,11,11,14,13,13,8,9,7,6,7,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
26,Rennes,Feb 14 2016,http://www.lfp.fr/club/stade-rennais-fc,18,38,7,6,8,7,6,5,1,1,2,5,5,10,11,10,12,11,14,13,13,8,10,7,6,8,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7
27,Rennes,Feb 21 2016,http://www.lfp.fr/club/stade-rennais-fc,20,38,8,6,8,7,6,5,1,1,2,5,5,10,11,10,12,11,14,14,13,9,10,7,6,8,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8
28,Rennes,Feb 28 2016,http://www.lfp.fr/club/stade-rennais-fc,22,41,6,6,8,7,6,5,1,1,2,5,5,10,11,10,12,12,14,14,13,9,10,7,6,8,10,10,8,9,6,6,6,6,6,6,6,6,6,6,6
29,Rennes,Mar 6 2016,http://www.lfp.fr/club/stade-rennais-fc,23,44,5,6,8,7,6,5,1,1,1,5,5,10,11,10,12,12,15,14,14,9,10,7,6,8,10,10,8,9,7,5,5,5,5,5,5,5,5,5,5
30,Rennes,Mar 13 2016,http://www.lfp.fr/club/stade-rennais-fc,23,45,5,6,8,7,6,5,1,1,1,5,5,10,11,10,13,12,15,14,14,9,10,7,6,9,11,10,8,9,7,6,5,5,5,5,5,5,5,5,5
31,Rennes,Mar 20 2016,http://www.lfp.fr/club/stade-rennais-fc,24,48,5,6,8,7,6,5,1,1,1,5,5,10,11,10,13,12,15,15,14,9,10,7,6,9,11,11,8,9,7,6,6,5,5,5,5,5,5,5,5
32,Rennes,Apr 3 2016,http://www.lfp.fr/club/stade-rennais-fc,24,51,4,6,8,7,6,5,1,1,1,5,5,10,11,10,13,13,16,15,15,9,11,7,6,9,11,11,8,9,7,6,6,6,4,4,4,4,4,4,4
33,Rennes,Apr 10 2016,http://www.lfp.fr/club/stade-rennais-fc,24,51,5,6,8,7,6,5,1,1,1,5,5,10,11,10,13,13,16,15,15,9,11,7,6,9,11,11,8,9,7,6,6,6,5,5,5,5,5,5,5
34,Rennes,Apr 17 2016,http://www.lfp.fr/club/stade-rennais-fc,24,51,7,6,8,7,6,5,1,1,1,5,5,10,11,10,14,13,16,15,15,9,11,7,6,9,11,11,8,9,7,7,7,6,5,6,7,7,7,7,7
35,Rennes,Apr 24 2016,http://www.lfp.fr/club/stade-rennais-fc,26,52,7,6,8,7,6,5,1,1,1,5,5,10,11,10,14,13,16,16,15,10,11,7,6,9,12,11,8,10,7,7,7,7,6,6,7,7,7,7,7
36,Rennes,May 1 2016,http://www.lfp.fr/club/stade-rennais-fc,30,52,7,6,8,7,6,5,1,1,1,5,5,10,11,10,14,13,16,16,15,10,11,7,6,9,12,11,9,10,7,7,7,7,6,7,7,7,7,7,7
37,Rennes,May 8 2016,http://www.lfp.fr/club/stade-rennais-fc,31,52,7,6,8,7,6,5,1,1,1,5,5,10,11,10,14,14,17,16,16,10,12,8,6,10,12,12,9,10,7,7,7,7,6,7,7,7,7,7,7
38,Rennes,May 15 2016,http://www.lfp.fr/club/stade-rennais-fc,31,52,8,6,8,7,6,5,1,1,1,5,5,10,11,10,14,14,17,16,16,10,12,8,6,10,12,12,9,10,7,7,7,7,6,7,7,7,7,7,8
1,Toulouse,Aug 9 2015,http://www.lfp.fr/club/toulouse-fc,31,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2,Toulouse,Aug 16 2015,http://www.lfp.fr/club/toulouse-fc,31,3,10,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3,Toulouse,Aug 23 2015,http://www.lfp.fr/club/toulouse-fc,31,4,11,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
4,Toulouse,Aug 30 2015,http://www.lfp.fr/club/toulouse-fc,31,4,14,14,12,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
5,Toulouse,Sep 13 2015,http://www.lfp.fr/club/toulouse-fc,31,5,16,14,12,11,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
6,Toulouse,Sep 20 2015,http://www.lfp.fr/club/toulouse-fc,31,6,17,14,12,11,13,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7,Toulouse,Sep 24 2015,http://www.lfp.fr/club/toulouse-fc,31,7,15,14,12,11,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,Toulouse,Sep 27 2015,http://www.lfp.fr/club/toulouse-fc,31,7,17,14,12,11,13,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
9,Toulouse,Oct 4 2015,http://www.lfp.fr/club/toulouse-fc,31,8,17,14,12,11,13,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
10,Toulouse,Oct 18 2015,http://www.lfp.fr/club/toulouse-fc,31,8,17,14,12,11,13,14,14,14,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
11,Toulouse,Oct 25 2015,http://www.lfp.fr/club/toulouse-fc,31,8,18,14,12,11,13,14,14,14,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12,Toulouse,Nov 1 2015,http://www.lfp.fr/club/toulouse-fc,30,9,19,14,12,11,13,14,14,14,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
13,Toulouse,Nov 8 2015,http://www.lfp.fr/club/toulouse-fc,30,9,19,14,12,11,13,14,14,14,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
14,Toulouse,Nov 22 2015,http://www.lfp.fr/club/toulouse-fc,40,9,19,14,12,11,13,14,14,14,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
15,Toulouse,Nov 29 2015,http://www.lfp.fr/club/toulouse-fc,0,12,19,14,12,11,13,14,14,14,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
16,Toulouse,Dec 3 2015,http://www.lfp.fr/club/toulouse-fc,15,15,19,14,12,11,13,14,14,14,19,19,18,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
17,Toulouse,Dec 6 2015,http://www.lfp.fr/club/toulouse-fc,15,15,19,14,12,11,13,14,14,14,19,19,18,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
18,Toulouse,Dec 13 2015,http://www.lfp.fr/club/toulouse-fc,16,16,19,14,12,11,13,14,14,14,19,19,19,19,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,Toulouse,Dec 20 2015,http://www.lfp.fr/club/toulouse-fc,17,17,19,14,12,11,13,14,14,14,19,19,19,19,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
20,Toulouse,Jan 10 2016,http://www.lfp.fr/club/toulouse-fc,20,20,18,14,12,11,13,14,14,14,19,19,19,19,20,20,20,20,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,Toulouse,Jan 17 2016,http://www.lfp.fr/club/toulouse-fc,20,20,19,14,12,11,13,14,14,14,19,19,19,19,20,20,20,20,20,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
22,Toulouse,Jan 24 2016,http://www.lfp.fr/club/toulouse-fc,20,20,19,14,12,11,13,14,14,14,19,19,19,20,20,20,20,20,20,20,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
23,Toulouse,Jan 31 2016,http://www.lfp.fr/club/toulouse-fc,20,20,19,14,12,11,13,14,14,14,20,19,19,20,20,20,20,20,20,20,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
24,Toulouse,Feb 4 2016,http://www.lfp.fr/club/toulouse-fc,20,20,19,14,12,11,13,14,14,14,20,19,19,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
25,Toulouse,Feb 7 2016,http://www.lfp.fr/club/toulouse-fc,21,21,19,14,12,11,13,14,14,14,20,19,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
26,Toulouse,Feb 14 2016,http://www.lfp.fr/club/toulouse-fc,21,21,19,14,12,11,13,14,14,14,20,20,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
27,Toulouse,Feb 21 2016,http://www.lfp.fr/club/toulouse-fc,22,22,19,14,12,11,13,14,14,14,20,20,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
28,Toulouse,Feb 28 2016,http://www.lfp.fr/club/toulouse-fc,22,22,19,14,12,11,13,14,14,14,20,20,19,20,20,20,20,20,20,20,20,20,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
29,Toulouse,Mar 6 2016,http://www.lfp.fr/club/toulouse-fc,23,23,19,14,12,11,13,14,14,14,20,20,19,20,20,20,20,20,20,20,20,20,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
30,Toulouse,Mar 13 2016,http://www.lfp.fr/club/toulouse-fc,26,26,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
31,Toulouse,Mar 20 2016,http://www.lfp.fr/club/toulouse-fc,26,26,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19
32,Toulouse,Apr 3 2016,http://www.lfp.fr/club/toulouse-fc,29,29,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19
33,Toulouse,Apr 10 2016,http://www.lfp.fr/club/toulouse-fc,32,32,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19
34,Toulouse,Apr 17 2016,http://www.lfp.fr/club/toulouse-fc,33,33,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19
35,Toulouse,Apr 24 2016,http://www.lfp.fr/club/toulouse-fc,33,33,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19
36,Toulouse,May 1 2016,http://www.lfp.fr/club/toulouse-fc,34,34,19,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19
37,Toulouse,May 8 2016,http://www.lfp.fr/club/toulouse-fc,37,37,17,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,17,17
38,Toulouse,May 15 2016,http://www.lfp.fr/club/toulouse-fc,40,40,17,14,12,11,13,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,17,17
